ts_ms,ax,ay,az,lin,jerk
1180,0.02337947146304494,0.053210559230830116,1.002995408864232,0.0054843931513355315,-0.81018998797674
1190,0.004504134546515227,0.03730201672235399,0.98229760659664,0.0,-5.378352409754458
1200,0.0212725184852562,0.0570696392541644,0.9977611083935573,0.0,0.0
1210,0.017734479550611408,0.05652856412500863,0.9935200335201488,0.0,0.0
1220,0.009229489173556964,0.05098136065629783,0.9849804396098231,0.0,0.0
1230,-0.0006337611627591794,0.0439981761596676,0.9757969113761787,0.0,0.0
1240,0.011689642663795045,0.05908431441392255,0.9895372329779353,0.0,0.0
1250,0.006161978219651899,0.05616197821965189,0.9861619782196519,0.0,0.0
1260,0.005310965011118498,0.05771896610381814,0.9881718846678308,0.0,0.0
1270,0.00031463627881076015,0.05489416908783175,0.9866929043043429,0.0,0.0
1280,-0.003226834185319048,0.05325001940480896,0.9872490983583342,0.0,0.0
1290,-0.01143823430361704,0.04662599723484882,0.9836174666299891,0.0,0.0
1300,-0.01548629491679965,0.04382223594380749,0.9845137050832004,0.0,0.0
1310,-0.012065187892760565,0.04811457852022578,0.9931101683945118,0.0,0.0
1320,-0.02375848484294006,0.03689313263587671,0.9866779822692786,0.0,0.0
1330,-0.023953416781710757,0.03674847573052273,0.9916773313377433,0.0,0.0
1340,-0.01874461459775698,0.04156832272666417,1.0018585911228495,0.0,0.0
1350,-0.019304379187425433,0.04016760085722502,1.0058970910259766,0.0018575348195188912,1.8216193837834933
1360,-0.02553708657860688,0.032634320574756334,1.0037437319180011,0.0032161047332317505,1.332301964431221
1370,-0.02791476494284377,0.028494200996792216,1.0047942494206954,0.004389264499760515,1.1504767224429304
1380,-0.023890452036586782,0.03029743782841314,1.0114803473874943,0.00830159274008535,3.836683373798155
1390,-0.02512730909979063,0.026389635402217712,1.0120445695156604,0.010497686442162646,2.1536322303476307
1400,-0.016423568695235657,0.03198682424529109,1.0216186919565706,0.0163643307596939,5.753212749651788
1410,-0.018161645204206888,0.026726235594063376,1.019777189871403,0.018324074669336055,1.921852261149222
1420,-0.007652589744546502,0.03332165247057964,1.0291945033340593,0.02402351543490333,5.589242078365032
1430,-0.017399048068416374,0.019300181365353147,1.017382880009672,0.020850972014618163,-3.1112022932539536
1440,-0.007387750103681158,0.024709419649126513,1.024399733064213,0.02277956326108721,1.8913019347185678
1450,-0.016756252033282844,0.010450302731314021,1.0111797929000654,0.01704735382624123,-5.621377165423233
1460,-0.005230784296158296,0.01683878354411881,1.0180952313044498,0.017637871883990464,0.5791003911026527
1470,-0.004095514400460655,0.01263604238251923,1.013983512552813,0.01584784028516184,-1.7554213378652714
1480,-0.006908819491082357,0.004331639930429921,1.0054274693059082,0.010640502758070491,-5.1066536560050375
1490,-0.009342046876566982,-0.0036958562288152263,0.9969122440864335,0.0037788545304706656,-6.728978259119183
1500,-0.000488357825190954,4.999511642174809,0.999511642174809,1.6943432399138905,1657.8773229920312
1510,-0.004344278543759787,4.990009530808488,0.9894014304932397,2.8756649620542887,1158.4808666428135
